date,symbol,price,price_usd,change_in_value_try,change_in_value_usd,change_in_prcntg_try,change_in_prcntg_usd
2023-06-12,ZOREN.IS,3.027,0.12801319462065466,-0.042999999999999705,-0.002630662564757469,-0.014006514657980307,-0.020136136680532823
2023-06-13,ZOREN.IS,2.906,0.12282333051563821,-0.121,-0.005189864105016456,-0.03997357119259992,-0.04054163416822565
2023-06-14,ZOREN.IS,2.87,0.12140953509031685,-0.03600000000000003,-0.001413795425321357,-0.012388162422574012,-0.011510805149037573
2023-06-15,ZOREN.IS,3.03,0.1285586999872714,0.1599999999999997,0.007149164896954552,0.05574912891986061,0.05888470696833048
2023-06-16,ZOREN.IS,2.94,0.1243076402689104,-0.08999999999999986,-0.004251059718360997,-0.02970297029702962,-0.03306707145282195
2023-06-19,ZOREN.IS,2.87,0.12187354027771881,-0.06999999999999984,-0.002434099991191596,-0.023809523809523725,-0.0195812581264192
2023-06-20,ZOREN.IS,2.75,0.11652048642006695,-0.1200000000000001,-0.005353053857651863,-0.04181184668989546,-0.04392301926614761
2023-06-21,ZOREN.IS,2.73,0.11581537417274733,-0.020000000000000018,-0.000705112247319617,-0.0072727272727273196,-0.006051401508723742
2023-06-22,ZOREN.IS,2.82,0.11971980471237528,0.08999999999999986,0.003904430539627954,0.03296703296703285,0.033712540908465316
2023-06-23,ZOREN.IS,3.03,0.12176009644364073,0.20999999999999996,0.0020402917312654506,0.07446808510638303,0.01704222401771549
2023-06-26,ZOREN.IS,3.23,0.12757721778971481,0.20000000000000018,0.005817121346074081,0.06600660066006614,0.0477752688769153
2023-06-27,ZOREN.IS,3.46,0.1332819722650231,0.22999999999999998,0.005704754475308299,0.07120743034055721,0.04471609096156515
2023-07-03,ZOREN.IS,3.56,0.14003618912752733,0.10000000000000009,0.006754216862504214,0.028901734104046284,0.05067614732676562
2023-07-04,ZOREN.IS,3.44,0.13300340241261985,-0.1200000000000001,-0.00703278671490748,-0.03370786516853941,-0.05022120895122972
2023-07-05,ZOREN.IS,3.52,0.13549926861190237,0.08000000000000007,0.0024958661992825204,0.023255813953488413,0.0187654312146055
2023-07-06,ZOREN.IS,3.5,0.13417158629149736,-0.020000000000000018,-0.0013276823204050048,-0.005681818181818232,-0.009798446397579874
2023-07-07,ZOREN.IS,3.6,0.13777267508610794,0.10000000000000009,0.003601088794610574,0.028571428571428692,0.026839429227488942
2023-07-10,ZOREN.IS,3.71,0.14193893947509373,0.10999999999999988,0.004166264388985791,0.030555555555555447,0.030240135690055236
2023-07-11,ZOREN.IS,3.65,0.14018512117371434,-0.06000000000000005,-0.001753818301379384,-0.016172506738544534,-0.012356146296887971
2023-07-12,ZOREN.IS,3.6,0.1378782075833014,-0.04999999999999982,-0.0023069135904129345,-0.013698630136986245,-0.016456194288652526
2023-07-13,ZOREN.IS,3.54,0.1351145038167939,-0.06000000000000005,-0.0027637037665075026,-0.01666666666666672,-0.02004452926208633
2023-07-14,ZOREN.IS,3.61,0.138542426219442,0.06999999999999984,0.0034279224026480815,0.0197740112994349,0.025370499138242852
2023-07-17,ZOREN.IS,3.66,0.13942857142857143,0.050000000000000266,0.0008861452091294408,0.013850415512465464,0.006396201028888049
2023-07-18,ZOREN.IS,3.44,0.13039193389432188,-0.2200000000000002,-0.009036637534249548,-0.060109289617486406,-0.06481194952842917
2023-07-19,ZOREN.IS,3.58,0.13284844886447975,0.14000000000000012,0.0024565149701578637,0.04069767441860472,0.018839470332181696
